Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","376","Israel","5312","Area harvested","0111","Wheat","2019","2019","ha","41300","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5419","Yield","0111","Wheat","2019","2019","100 g/ha","20521","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5510","Production","0111","Wheat","2019","2019","t","84750","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5312","Area harvested","0111","Wheat","2020","2020","ha","50710","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5419","Yield","0111","Wheat","2020","2020","100 g/ha","23011","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5510","Production","0111","Wheat","2020","2020","t","116691","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5312","Area harvested","0111","Wheat","2021","2021","ha","64341","I","Imputed value",""
"QCL","Crops and livestock products","376","Israel","5419","Yield","0111","Wheat","2021","2021","100 g/ha","23313","E","Estimated value",""
"QCL","Crops and livestock products","376","Israel","5510","Production","0111","Wheat","2021","2021","t","150000","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0111","Wheat","2019","2019","ha","1754640","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5419","Yield","0111","Wheat","2019","2019","100 g/ha","38409","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0111","Wheat","2019","2019","t","6739470","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0111","Wheat","2020","2020","ha","1711220","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5419","Yield","0111","Wheat","2020","2020","100 g/ha","39248","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0111","Wheat","2020","2020","t","6716180","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0111","Wheat","2021","2021","ha","1726610","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5419","Yield","0111","Wheat","2021","2021","100 g/ha","42248","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0111","Wheat","2021","2021","t","7294570","A","Official figure",""
"QCL","Crops and livestock products","392","Japan","5312","Area harvested","0111","Wheat","2019","2019","ha","211600","A","Official figure",""
"QCL","Crops and livestock products","392","Japan","5419","Yield","0111","Wheat","2019","2019","100 g/ha","49008","A","Official figure",""
"QCL","Crops and livestock products","392","Japan","5510","Production","0111","Wheat","2019","2019","t","1037000","A","Official figure",""
"QCL","Crops and livestock products","392","Japan","5312","Area harvested","0111","Wheat","2020","2020","ha","212600","A","Official figure",""
"QCL","Crops and livestock products","392","Japan","5419","Yield","0111","Wheat","2020","2020","100 g/ha","44652","A","Official figure",""
"QCL","Crops and livestock products","392","Japan","5510","Production","0111","Wheat","2020","2020","t","949300","A","Official figure",""
"QCL","Crops and livestock products","392","Japan","5312","Area harvested","0111","Wheat","2021","2021","ha","220000","A","Official figure",""
"QCL","Crops and livestock products","392","Japan","5419","Yield","0111","Wheat","2021","2021","100 g/ha","49864","A","Official figure",""
"QCL","Crops and livestock products","392","Japan","5510","Production","0111","Wheat","2021","2021","t","1097000","A","Official figure",""
"QCL","Crops and livestock products","400","Jordan","5312","Area harvested","0111","Wheat","2019","2019","ha","11018","A","Official figure",""
"QCL","Crops and livestock products","400","Jordan","5419","Yield","0111","Wheat","2019","2019","100 g/ha","23925","A","Official figure",""
"QCL","Crops and livestock products","400","Jordan","5510","Production","0111","Wheat","2019","2019","t","26361","A","Official figure",""
"QCL","Crops and livestock products","400","Jordan","5312","Area harvested","0111","Wheat","2020","2020","ha","11508","A","Official figure",""
"QCL","Crops and livestock products","400","Jordan","5419","Yield","0111","Wheat","2020","2020","100 g/ha","22375","A","Official figure",""
"QCL","Crops and livestock products","400","Jordan","5510","Production","0111","Wheat","2020","2020","t","25749","A","Official figure",""
"QCL","Crops and livestock products","400","Jordan","5312","Area harvested","0111","Wheat","2021","2021","ha","15610","I","Imputed value",""
"QCL","Crops and livestock products","400","Jordan","5419","Yield","0111","Wheat","2021","2021","100 g/ha","19218","E","Estimated value",""
"QCL","Crops and livestock products","400","Jordan","5510","Production","0111","Wheat","2021","2021","t","30000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","398","Kazakhstan","5312","Area harvested","0111","Wheat","2019","2019","ha","11296643","A","Official figure",""
"QCL","Crops and livestock products","398","Kazakhstan","5419","Yield","0111","Wheat","2019","2019","100 g/ha","10137","A","Official figure",""
"QCL","Crops and livestock products","398","Kazakhstan","5510","Production","0111","Wheat","2019","2019","t","11451648.71","A","Official figure",""
"QCL","Crops and livestock products","398","Kazakhstan","5312","Area harvested","0111","Wheat","2020","2020","ha","12057071","A","Official figure",""
"QCL","Crops and livestock products","398","Kazakhstan","5419","Yield","0111","Wheat","2020","2020","100 g/ha","11825","A","Official figure",""
"QCL","Crops and livestock products","398","Kazakhstan","5510","Production","0111","Wheat","2020","2020","t","14257950.14","A","Official figure",""
"QCL","Crops and livestock products","398","Kazakhstan","5312","Area harvested","0111","Wheat","2021","2021","ha","12719434","A","Official figure",""
"QCL","Crops and livestock products","398","Kazakhstan","5419","Yield","0111","Wheat","2021","2021","100 g/ha","9288","A","Official figure",""
"QCL","Crops and livestock products","398","Kazakhstan","5510","Production","0111","Wheat","2021","2021","t","11814123.97","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","0111","Wheat","2019","2019","ha","139307","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5419","Yield","0111","Wheat","2019","2019","100 g/ha","26287","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","0111","Wheat","2019","2019","t","366200","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","0111","Wheat","2020","2020","ha","132231","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5419","Yield","0111","Wheat","2020","2020","100 g/ha","30606","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","0111","Wheat","2020","2020","t","404700","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","0111","Wheat","2021","2021","ha","134070","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5419","Yield","0111","Wheat","2021","2021","100 g/ha","18296","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","0111","Wheat","2021","2021","t","245300","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5312","Area harvested","0111","Wheat","2019","2019","ha","6","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5419","Yield","0111","Wheat","2019","2019","100 g/ha","103636","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5510","Production","0111","Wheat","2019","2019","t","57","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5312","Area harvested","0111","Wheat","2020","2020","ha","9","I","Imputed value",""
"QCL","Crops and livestock products","414","Kuwait","5419","Yield","0111","Wheat","2020","2020","100 g/ha","71581","E","Estimated value",""
"QCL","Crops and livestock products","414","Kuwait","5510","Production","0111","Wheat","2020","2020","t","62.39","I","Imputed value",""
"QCL","Crops and livestock products","414","Kuwait","5312","Area harvested","0111","Wheat","2021","2021","ha","8","I","Imputed value",""
"QCL","Crops and livestock products","414","Kuwait","5419","Yield","0111","Wheat","2021","2021","100 g/ha","48348","E","Estimated value",""
"QCL","Crops and livestock products","414","Kuwait","5510","Production","0111","Wheat","2021","2021","t","36.74","I","Imputed value",""
"QCL","Crops and livestock products","417","Kyrgyzstan","5312","Area harvested","0111","Wheat","2019","2019","ha","239594","A","Official figure",""
"QCL","Crops and livestock products","417","Kyrgyzstan","5419","Yield","0111","Wheat","2019","2019","100 g/ha","25093","A","Official figure",""
"QCL","Crops and livestock products","417","Kyrgyzstan","5510","Production","0111","Wheat","2019","2019","t","601216.2","A","Official figure",""
"QCL","Crops and livestock products","417","Kyrgyzstan","5312","Area harvested","0111","Wheat","2020","2020","ha","247028","A","Official figure",""
"QCL","Crops and livestock products","417","Kyrgyzstan","5419","Yield","0111","Wheat","2020","2020","100 g/ha","25465","A","Official figure",""
"QCL","Crops and livestock products","417","Kyrgyzstan","5510","Production","0111","Wheat","2020","2020","t","629051.5","A","Official figure",""
"QCL","Crops and livestock products","417","Kyrgyzstan","5312","Area harvested","0111","Wheat","2021","2021","ha","249607","A","Official figure",""
"QCL","Crops and livestock products","417","Kyrgyzstan","5419","Yield","0111","Wheat","2021","2021","100 g/ha","14531","A","Official figure",""
"QCL","Crops and livestock products","417","Kyrgyzstan","5510","Production","0111","Wheat","2021","2021","t","362711","A","Official figure",""
"QCL","Crops and livestock products","428","Latvia","5312","Area harvested","0111","Wheat","2019","2019","ha","492700","A","Official figure",""
"QCL","Crops and livestock products","428","Latvia","5419","Yield","0111","Wheat","2019","2019","100 g/ha","48123","A","Official figure",""
"QCL","Crops and livestock products","428","Latvia","5510","Production","0111","Wheat","2019","2019","t","2371000","A","Official figure",""
"QCL","Crops and livestock products","428","Latvia","5312","Area harvested","0111","Wheat","2020","2020","ha","498200","A","Official figure",""
"QCL","Crops and livestock products","428","Latvia","5419","Yield","0111","Wheat","2020","2020","100 g/ha","53384","A","Official figure",""
"QCL","Crops and livestock products","428","Latvia","5510","Production","0111","Wheat","2020","2020","t","2659600","A","Official figure",""
"QCL","Crops and livestock products","428","Latvia","5312","Area harvested","0111","Wheat","2021","2021","ha","537300","A","Official figure",""
"QCL","Crops and livestock products","428","Latvia","5419","Yield","0111","Wheat","2021","2021","100 g/ha","44811","A","Official figure",""
"QCL","Crops and livestock products","428","Latvia","5510","Production","0111","Wheat","2021","2021","t","2407700","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5312","Area harvested","0111","Wheat","2019","2019","ha","41000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","422","Lebanon","5419","Yield","0111","Wheat","2019","2019","100 g/ha","34146","E","Estimated value",""
"QCL","Crops and livestock products","422","Lebanon","5510","Production","0111","Wheat","2019","2019","t","140000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","422","Lebanon","5312","Area harvested","0111","Wheat","2020","2020","ha","41000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","422","Lebanon","5419","Yield","0111","Wheat","2020","2020","100 g/ha","24390","E","Estimated value",""
"QCL","Crops and livestock products","422","Lebanon","5510","Production","0111","Wheat","2020","2020","t","100000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","422","Lebanon","5312","Area harvested","0111","Wheat","2021","2021","ha","45000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","422","Lebanon","5419","Yield","0111","Wheat","2021","2021","100 g/ha","22222","E","Estimated value",""
"QCL","Crops and livestock products","422","Lebanon","5510","Production","0111","Wheat","2021","2021","t","100000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","426","Lesotho","5312","Area harvested","0111","Wheat","2019","2019","ha","2292","A","Official figure",""
"QCL","Crops and livestock products","426","Lesotho","5419","Yield","0111","Wheat","2019","2019","100 g/ha","6248","A","Official figure",""
"QCL","Crops and livestock products","426","Lesotho","5510","Production","0111","Wheat","2019","2019","t","1432","A","Official figure",""
"QCL","Crops and livestock products","426","Lesotho","5312","Area harvested","0111","Wheat","2020","2020","ha","2875","A","Official figure",""
"QCL","Crops and livestock products","426","Lesotho","5419","Yield","0111","Wheat","2020","2020","100 g/ha","6970","A","Official figure",""
"QCL","Crops and livestock products","426","Lesotho","5510","Production","0111","Wheat","2020","2020","t","2004","A","Official figure",""
"QCL","Crops and livestock products","426","Lesotho","5312","Area harvested","0111","Wheat","2021","2021","ha","7361","I","Imputed value",""
"QCL","Crops and livestock products","426","Lesotho","5419","Yield","0111","Wheat","2021","2021","100 g/ha","8151","E","Estimated value",""
"QCL","Crops and livestock products","426","Lesotho","5510","Production","0111","Wheat","2021","2021","t","6000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","434","Libya","5312","Area harvested","0111","Wheat","2019","2019","ha","181437","I","Imputed value",""
"QCL","Crops and livestock products","434","Libya","5419","Yield","0111","Wheat","2019","2019","100 g/ha","7716","E","Estimated value",""
"QCL","Crops and livestock products","434","Libya","5510","Production","0111","Wheat","2019","2019","t","140000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","434","Libya","5312","Area harvested","0111","Wheat","2020","2020","ha","168623","I","Imputed value",""
"QCL","Crops and livestock products","434","Libya","5419","Yield","0111","Wheat","2020","2020","100 g/ha","7709","E","Estimated value",""
"QCL","Crops and livestock products","434","Libya","5510","Production","0111","Wheat","2020","2020","t","130000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","434","Libya","5312","Area harvested","0111","Wheat","2021","2021","ha","168770","I","Imputed value",""
"QCL","Crops and livestock products","434","Libya","5419","Yield","0111","Wheat","2021","2021","100 g/ha","7703","E","Estimated value",""
"QCL","Crops and livestock products","434","Libya","5510","Production","0111","Wheat","2021","2021","t","130000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","440","Lithuania","5312","Area harvested","0111","Wheat","2019","2019","ha","895760","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5419","Yield","0111","Wheat","2019","2019","100 g/ha","42912","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5510","Production","0111","Wheat","2019","2019","t","3843850","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5312","Area harvested","0111","Wheat","2020","2020","ha","893510","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5419","Yield","0111","Wheat","2020","2020","100 g/ha","53931","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5510","Production","0111","Wheat","2020","2020","t","4818750","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5312","Area harvested","0111","Wheat","2021","2021","ha","944170","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5419","Yield","0111","Wheat","2021","2021","100 g/ha","45001","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5510","Production","0111","Wheat","2021","2021","t","4248850","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","0111","Wheat","2019","2019","ha","13360","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5419","Yield","0111","Wheat","2019","2019","100 g/ha","61572","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5510","Production","0111","Wheat","2019","2019","t","82260","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","0111","Wheat","2020","2020","ha","11930","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5419","Yield","0111","Wheat","2020","2020","100 g/ha","60687","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5510","Production","0111","Wheat","2020","2020","t","72400","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5312","Area harvested","0111","Wheat","2021","2021","ha","12870","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5419","Yield","0111","Wheat","2021","2021","100 g/ha","59161","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5510","Production","0111","Wheat","2021","2021","t","76140","A","Official figure",""
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","0111","Wheat","2019","2019","ha","2084","I","Imputed value",""
"QCL","Crops and livestock products","450","Madagascar","5419","Yield","0111","Wheat","2019","2019","100 g/ha","23987","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","0111","Wheat","2019","2019","t","5000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","0111","Wheat","2020","2020","ha","416","I","Imputed value",""
"QCL","Crops and livestock products","450","Madagascar","5419","Yield","0111","Wheat","2020","2020","100 g/ha","24016","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","0111","Wheat","2020","2020","t","1000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","450","Madagascar","5312","Area harvested","0111","Wheat","2021","2021","ha","832","I","Imputed value",""
"QCL","Crops and livestock products","450","Madagascar","5419","Yield","0111","Wheat","2021","2021","100 g/ha","24044","E","Estimated value",""
"QCL","Crops and livestock products","450","Madagascar","5510","Production","0111","Wheat","2021","2021","t","2000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","0111","Wheat","2019","2019","ha","716","A","Official figure",""
"QCL","Crops and livestock products","454","Malawi","5419","Yield","0111","Wheat","2019","2019","100 g/ha","7905","A","Official figure",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","0111","Wheat","2019","2019","t","566","A","Official figure",""
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","0111","Wheat","2020","2020","ha","551","A","Official figure",""
"QCL","Crops and livestock products","454","Malawi","5419","Yield","0111","Wheat","2020","2020","100 g/ha","12650","A","Official figure",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","0111","Wheat","2020","2020","t","697","A","Official figure",""
"QCL","Crops and livestock products","454","Malawi","5312","Area harvested","0111","Wheat","2021","2021","ha","1000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","454","Malawi","5419","Yield","0111","Wheat","2021","2021","100 g/ha","10000","E","Estimated value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","0111","Wheat","2021","2021","t","1000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","466","Mali","5312","Area harvested","0111","Wheat","2019","2019","ha","4262","A","Official figure",""
"QCL","Crops and livestock products","466","Mali","5419","Yield","0111","Wheat","2019","2019","100 g/ha","19301","A","Official figure",""
"QCL","Crops and livestock products","466","Mali","5510","Production","0111","Wheat","2019","2019","t","8226","A","Official figure",""
"QCL","Crops and livestock products","466","Mali","5312","Area harvested","0111","Wheat","2020","2020","ha","7000","A","Official figure",""
"QCL","Crops and livestock products","466","Mali","5419","Yield","0111","Wheat","2020","2020","100 g/ha","53034","A","Official figure",""
"QCL","Crops and livestock products","466","Mali","5510","Production","0111","Wheat","2020","2020","t","37124","A","Official figure",""
"QCL","Crops and livestock products","466","Mali","5312","Area harvested","0111","Wheat","2021","2021","ha","7000","A","Official figure",""
"QCL","Crops and livestock products","466","Mali","5419","Yield","0111","Wheat","2021","2021","100 g/ha","30000","A","Official figure",""
"QCL","Crops and livestock products","466","Mali","5510","Production","0111","Wheat","2021","2021","t","21000","A","Official figure",""
"QCL","Crops and livestock products","470","Malta","5312","Area harvested","0111","Wheat","2019","2019","ha","0","A","Official figure",""
"QCL","Crops and livestock products","470","Malta","5510","Production","0111","Wheat","2019","2019","t","0","A","Official figure",""
"QCL","Crops and livestock products","470","Malta","5312","Area harvested","0111","Wheat","2020","2020","ha","0","A","Official figure",""
"QCL","Crops and livestock products","470","Malta","5510","Production","0111","Wheat","2020","2020","t","0","A","Official figure",""
"QCL","Crops and livestock products","470","Malta","5312","Area harvested","0111","Wheat","2021","2021","ha","0","A","Official figure",""
"QCL","Crops and livestock products","470","Malta","5510","Production","0111","Wheat","2021","2021","t","0","A","Official figure",""
"QCL","Crops and livestock products","478","Mauritania","5312","Area harvested","0111","Wheat","2019","2019","ha","3490","I","Imputed value",""
"QCL","Crops and livestock products","478","Mauritania","5419","Yield","0111","Wheat","2019","2019","100 g/ha","21066","E","Estimated value",""
"QCL","Crops and livestock products","478","Mauritania","5510","Production","0111","Wheat","2019","2019","t","7351.39","I","Imputed value",""
"QCL","Crops and livestock products","478","Mauritania","5312","Area harvested","0111","Wheat","2020","2020","ha","3430","I","Imputed value",""
"QCL","Crops and livestock products","478","Mauritania","5419","Yield","0111","Wheat","2020","2020","100 g/ha","21158","E","Estimated value",""
"QCL","Crops and livestock products","478","Mauritania","5510","Production","0111","Wheat","2020","2020","t","7257.05","I","Imputed value",""
"QCL","Crops and livestock products","478","Mauritania","5312","Area harvested","0111","Wheat","2021","2021","ha","3294","I","Imputed value",""
"QCL","Crops and livestock products","478","Mauritania","5419","Yield","0111","Wheat","2021","2021","100 g/ha","21250","E","Estimated value",""
"QCL","Crops and livestock products","478","Mauritania","5510","Production","0111","Wheat","2021","2021","t","7000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","0111","Wheat","2019","2019","ha","586543","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0111","Wheat","2019","2019","100 g/ha","55308","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","0111","Wheat","2019","2019","t","3244062.03","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","0111","Wheat","2020","2020","ha","561282","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0111","Wheat","2020","2020","100 g/ha","53212","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","0111","Wheat","2020","2020","t","2986689.24","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","0111","Wheat","2021","2021","ha","547779","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5419","Yield","0111","Wheat","2021","2021","100 g/ha","59944","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","0111","Wheat","2021","2021","t","3283613.73","A","Official figure",""
"QCL","Crops and livestock products","496","Mongolia","5312","Area harvested","0111","Wheat","2019","2019","ha","321040","A","Official figure",""
"QCL","Crops and livestock products","496","Mongolia","5419","Yield","0111","Wheat","2019","2019","100 g/ha","12815","A","Official figure",""
"QCL","Crops and livestock products","496","Mongolia","5510","Production","0111","Wheat","2019","2019","t","411414.78","A","Official figure",""
"QCL","Crops and livestock products","496","Mongolia","5312","Area harvested","0111","Wheat","2020","2020","ha","328831","A","Official figure",""
"QCL","Crops and livestock products","496","Mongolia","5419","Yield","0111","Wheat","2020","2020","100 g/ha","12351","A","Official figure",""
"QCL","Crops and livestock products","496","Mongolia","5510","Production","0111","Wheat","2020","2020","t","406129.13","A","Official figure",""
"QCL","Crops and livestock products","496","Mongolia","5312","Area harvested","0111","Wheat","2021","2021","ha","392503","A","Official figure",""
"QCL","Crops and livestock products","496","Mongolia","5419","Yield","0111","Wheat","2021","2021","100 g/ha","14427","A","Official figure",""
"QCL","Crops and livestock products","496","Mongolia","5510","Production","0111","Wheat","2021","2021","t","566273.03","A","Official figure",""
"QCL","Crops and livestock products","499","Montenegro","5312","Area harvested","0111","Wheat","2019","2019","ha","770","A","Official figure",""
"QCL","Crops and livestock products","499","Montenegro","5419","Yield","0111","Wheat","2019","2019","100 g/ha","27883","A","Official figure",""
"QCL","Crops and livestock products","499","Montenegro","5510","Production","0111","Wheat","2019","2019","t","2147","A","Official figure",""
"QCL","Crops and livestock products","499","Montenegro","5312","Area harvested","0111","Wheat","2020","2020","ha","735","A","Official figure",""
"QCL","Crops and livestock products","499","Montenegro","5419","Yield","0111","Wheat","2020","2020","100 g/ha","30463","A","Official figure",""
"QCL","Crops and livestock products","499","Montenegro","5510","Production","0111","Wheat","2020","2020","t","2239","A","Official figure",""
"QCL","Crops and livestock products","499","Montenegro","5312","Area harvested","0111","Wheat","2021","2021","ha","774","I","Imputed value",""
"QCL","Crops and livestock products","499","Montenegro","5419","Yield","0111","Wheat","2021","2021","100 g/ha","30907","E","Estimated value",""
"QCL","Crops and livestock products","499","Montenegro","5510","Production","0111","Wheat","2021","2021","t","2391.58","I","Imputed value",""
"QCL","Crops and livestock products","504","Morocco","5312","Area harvested","0111","Wheat","2019","2019","ha","2505987","A","Official figure",""
"QCL","Crops and livestock products","504","Morocco","5419","Yield","0111","Wheat","2019","2019","100 g/ha","16063","A","Official figure",""
"QCL","Crops and livestock products","504","Morocco","5510","Production","0111","Wheat","2019","2019","t","4025302.52","A","Official figure",""
"QCL","Crops and livestock products","504","Morocco","5312","Area harvested","0111","Wheat","2020","2020","ha","2845290","A","Official figure",""
"QCL","Crops and livestock products","504","Morocco","5419","Yield","0111","Wheat","2020","2020","100 g/ha","9004","A","Official figure",""
"QCL","Crops and livestock products","504","Morocco","5510","Production","0111","Wheat","2020","2020","t","2561897.5","A","Official figure",""
"QCL","Crops and livestock products","504","Morocco","5312","Area harvested","0111","Wheat","2021","2021","ha","2864567","A","Official figure",""
"QCL","Crops and livestock products","504","Morocco","5419","Yield","0111","Wheat","2021","2021","100 g/ha","26335","A","Official figure",""
"QCL","Crops and livestock products","504","Morocco","5510","Production","0111","Wheat","2021","2021","t","7543847.9","A","Official figure",""
"QCL","Crops and livestock products","508","Mozambique","5312","Area harvested","0111","Wheat","2019","2019","ha","16000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","508","Mozambique","5419","Yield","0111","Wheat","2019","2019","100 g/ha","11250","E","Estimated value",""
"QCL","Crops and livestock products","508","Mozambique","5510","Production","0111","Wheat","2019","2019","t","18000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","508","Mozambique","5312","Area harvested","0111","Wheat","2020","2020","ha","13000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","508","Mozambique","5419","Yield","0111","Wheat","2020","2020","100 g/ha","11538","E","Estimated value",""
"QCL","Crops and livestock products","508","Mozambique","5510","Production","0111","Wheat","2020","2020","t","15000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","508","Mozambique","5312","Area harvested","0111","Wheat","2021","2021","ha","13000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","508","Mozambique","5419","Yield","0111","Wheat","2021","2021","100 g/ha","11538","E","Estimated value",""
"QCL","Crops and livestock products","508","Mozambique","5510","Production","0111","Wheat","2021","2021","t","15000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","104","Myanmar","5312","Area harvested","0111","Wheat","2019","2019","ha","58866","A","Official figure",""
"QCL","Crops and livestock products","104","Myanmar","5419","Yield","0111","Wheat","2019","2019","100 g/ha","18799","A","Official figure",""
"QCL","Crops and livestock products","104","Myanmar","5510","Production","0111","Wheat","2019","2019","t","110663","A","Official figure",""
"QCL","Crops and livestock products","104","Myanmar","5312","Area harvested","0111","Wheat","2020","2020","ha","56593","A","Official figure",""
"QCL","Crops and livestock products","104","Myanmar","5419","Yield","0111","Wheat","2020","2020","100 g/ha","18634","A","Official figure",""
"QCL","Crops and livestock products","104","Myanmar","5510","Production","0111","Wheat","2020","2020","t","105457","A","Official figure",""
"QCL","Crops and livestock products","104","Myanmar","5312","Area harvested","0111","Wheat","2021","2021","ha","70000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","104","Myanmar","5419","Yield","0111","Wheat","2021","2021","100 g/ha","14286","E","Estimated value",""
"QCL","Crops and livestock products","104","Myanmar","5510","Production","0111","Wheat","2021","2021","t","100000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","516","Namibia","5312","Area harvested","0111","Wheat","2019","2019","ha","1079","I","Imputed value",""
"QCL","Crops and livestock products","516","Namibia","5419","Yield","0111","Wheat","2019","2019","100 g/ha","56530","E","Estimated value",""
"QCL","Crops and livestock products","516","Namibia","5510","Production","0111","Wheat","2019","2019","t","6100","A","Official figure",""
"QCL","Crops and livestock products","516","Namibia","5312","Area harvested","0111","Wheat","2020","2020","ha","2000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","516","Namibia","5419","Yield","0111","Wheat","2020","2020","100 g/ha","60000","E","Estimated value",""
"QCL","Crops and livestock products","516","Namibia","5510","Production","0111","Wheat","2020","2020","t","12000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","516","Namibia","5312","Area harvested","0111","Wheat","2021","2021","ha","3026","I","Imputed value",""
